"Year","No","Title","Artist","trackid","spotifyartist","Acousticness"
1976,"29","""Theme from S.W.A.T.""","Rhythm Heritage","5x9xxVr7nJ9xMfDIW02Nv3","Rhythm Heritage",0.00121
1976,"30","""Love Rollercoaster""","Ohio Players","6OBeM4d4RGzxcMphQVSgED","Ohio Players",0.224
1976,"31","""You Should Be Dancing""","Bee Gees","2xiOdusRnZezQok1RgLNeS","Bee Gees",0.0241
1976,"32","""You'll Never Find Another Love Like Mine""","Lou Rawls","6OylYIXrIH2E3hgg7Dqz5M","Lou Rawls",0.148
1976,"33","""Golden Years""","David Bowie","4JRem7xHp2l0kmUvt9zCKu","David Bowie",0.316
1976,"34","""Moonlight Feels Right""","Starbuck","7sfMjwBcAatrNH46rn1YsK","Starbuck",0.468
1976,"35","""Only Sixteen""","Dr. Hook","7c52LVpkxq3dzMEkDWiQyw","Dr. Hook",0.938
1976,"36","""Let Your Love Flow""","The Bellamy Brothers","064SVQsmWl5EF0zahmzkQk","The Bellamy Brothers",0.0611
1976,"37","""Dream Weaver""","Gary Wright","74DrA5fFoGSy4xgkZarZtP","Gary Wright",0.244
1976,"38","""Turn the Beat Around""","Vicki Sue Robinson","1kR8zUFIRLXpk1v9aC2VcA","Various Artists",0.425
1976,"39","""Lonely Night (Angel Face)""","Captain & Tennille","40wZA98oWWsxtfgDlnIvOj","Captain & Tennille",0.478
1976,"40","""All by Myself""","Eric Carmen","2FSaEOwQId0LYu5o49dbrG","Eric Carmen",0.825
1976,"41","""Love to Love You Baby""","Donna Summer","4EWH8tOFnAOCP15useWsrm","Donna Summer",0.327
1976,"42","""Deep Purple""","Donny & Marie Osmond","5q0CwoceMsA5pOdptSAtdO","Donny Osmond",0.592
1976,"43","""Theme from Mahogany (Do You Know Where You're Going To)""","Diana Ross","10VbGCpgC4FtmYSwBLvIDX","Diana Ross",0.591
1976,"44","""Sweet Thing""","Rufus","0bqZnsPz4klg5TuWGcKb34","Rufus Featuring Chaka Khan",0.855
1976,"45","""That's the Way (I Like It)""","KC and the Sunshine Band","1qiQduM84A0VeH8Y2uAbqi","KC & The Sunshine Band",0.191
1976,"46","""A Little Bit More""","Dr. Hook","3qZuggj5VKuhntEdXsz1SK","Dr. Hook",0.5
1976,"47","""Shannon""","Henry Gross","4IYoyOVK9oQyJS1QZt5Vyj","Henry Gross",0.23
1976,"48","""If You Leave Me Now""","Chicago","0KMGxYKeUzK9wc5DZCt3HT","Chicago",0.0193
1976,"49","""Lowdown""","Boz Scaggs","20MxJN12WEqU5eWsuCrwM5","Boz Scaggs",0.0869
1976,"50","""Show Me the Way""","Peter Frampton","6BD1X1PeV5UzYUdiVaD2yL","Peter Frampton",0.412
1976,"51","""Dream On""","Aerosmith","5MxNLUsfh7uzROypsoO5qe","Aerosmith",0.388
1976,"52","""I Love Music""","The O'Jays","7IoKA8yRibsK8Ryy4SH2NL","The O'Jays",0.0557
1976,"53","""Say You Love Me""","Fleetwood Mac","6lrQo6KAYvb92MGk6ZuZlt","Fleetwood Mac",0.0187
1976,"54","""Times of Your Life""","Paul Anka","3qLEJWPDvlgJM2eOXGBPbw","Paul Anka",0.715
1976,"55","""Devil Woman""","Cliff Richard","2oRn0QuaWQ1hragGQ7XZ9s","Cliff Richard",0.103
1976,"56","""Fooled Around and Fell in Love""","Elvin Bishop","2hE5Lm5XOHR4t3xlhIFauP","Elvin Bishop",0.0523
1976,"57","""Convoy""","C. W. McCall","6dGWq08LXuIw6T2oUeHECh","C.W. McCall",0.863
1976,"58","""Welcome Back""","John Sebastian","2pS6zWWQCpO0IVEBIbzJh8","John Sebastian",0.412
1976,"59","""Sing a Song""","Earth, Wind & Fire","5W5FVsgGCe3T9nIMkiXqNo","Earth, Wind & Fire",0.157
1976,"60","""Heaven Must Be Missing an Angel""","Tavares","3ad1MVf3CUFCWW1EyMc9kk","Tavares",0.00716
1976,"61","""I'll Be Good to You""","The Brothers Johnson","4CUxUwbWODl4g3EaroGj3C","The Brothers Johnson",0.383
1976,"62","""Rock and Roll Music""","The Beach Boys","0qbVccbQLEMbfJcI5wNLTJ","The Beach Boys",0.297
1976,"63","""Shop Around""","Captain & Tennille","3dL9csmqWTevXSy07aZXa5","Captain & Tennille",0.384
1976,"64","""Saturday Night""","Bay City Rollers","78zYiMv9yNTHgmm6kaUPCm","Bay City Rollers",0.199
1976,"65","""Island Girl""","Elton John","0r8k9mRrziRONVvRJOwQ02","Elton John",0.118
1976,"66","""Let's Do It Again""","The Staple Singers","1YQIOrrOg1UDqZCGcZWQ0a","The Staple Singers",0.394
1976,"67","""Let 'Em In""","Wings","2xAacCD0MW3UBFugKVHbJc","Wings",0.495
1976,"68","""Baby Face""","Wing and a Prayer Fife and Drum Corps",NA,NA,NA
1976,"69","""This Masquerade""","George Benson","7GkaclZPWxJujsylkMetsW","George Benson",0.155
1976,"70","""Evil Woman""","Electric Light Orchestra","05zCw24BdvZKGeC5NXowVe","Electric Light Orchestra",0.43
1976,"71","""Wham Bam""","Silver","3qrEG6rQ9Qm72MNWeUKKiU","Silver",0.353
1976,"72","""I'm Easy""","Keith Carradine","4UN5z3IkTamNxngTsS3Qrm","Keith Carradine",0.0202
1976,"73","""Wake Up Everybody""","Harold Melvin & the Blue Notes","763jJ8T1utfvNqz1WRDzx4","Harold Melvin & The Blue Notes",0.154
1976,"74","""Summer""","War","5r6IOSsig1NgR2Nnsg9c9s","War",0.276
1976,"75","""Let Her In""","John Travolta","7mx87Za9hOJiCJy6D8SltD","John Travolta",0.522
1976,"76","""Fox on the Run""","Sweet","66gG8RzSA2sVQwME8e43wX","Sweet",0.0308
1976,"77","""Rhiannon""","Fleetwood Mac","05oETzWbd4SI33qK2gbJfR","Fleetwood Mac",0.111
1976,"78","""Got to Get You into My Life""","The Beatles","3tGhRLgcCP6SIZU3tbGl7l","The Beatles",0.42
1976,"79","""Fanny (Be Tender with My Love)""","Bee Gees","7KUHpRlZQR91SLflhsQCg9","Bee Gees",0.227
1976,"80","""Getaway""","Earth, Wind & Fire","67J6NR2Tdl0h2epWHcCBBN","Earth, Wind & Fire",0.124
1976,"81","""She's Gone""","Hall & Oates","5dFoWIiJ2814hRwMYDcFiU","Daryl Hall & John Oates",0.313
1976,"82","""Still the One""","Orleans","74va8wQ7R7hI5xXAu02TqM","Orleans",0.0217
1976,"83","""You're My Best Friend""","Queen","4vEXJ6NvEwS8ptynkNswaa","Queen",0.155
1976,"84","""With Your Love""","Jefferson Starship","3cVcTiJ8yGiJ8TVhGrnnHf","Jefferson Starship",0.649
1976,"85","""Slow Ride""","Foghat","4MYb7NWLwXNDB7bYs3HeX8","Foghat",0.0202
1976,"86","""Who'd She Coo?""","Ohio Players","0XaKKWRNWX2TDQ8KgqvVfK","Ohio Players",0.0595
1976,"87","""The Boys Are Back in Town""","Thin Lizzy","43DeSV93pJPT4lCZaWZ6b1","Thin Lizzy",0.245
1976,"88","""Walk Away from Love""","David Ruffin","2SMrfht8OcpV3IsrYYGaKL","David Ruffin",0.228
1976,"89","""Baby, I Love Your Way (live)""","Peter Frampton","1ksayCHVLH4eKFm43GFokU","Peter Frampton",0.445
1976,"90","""Young Hearts Run Free""","Candi Staton","3MFa9idQuY4iJLWsZl3tIQ","Candi Staton",0.13
1976,"91","""Breaking Up Is Hard to Do""","Neil Sedaka","64UJ810pLNwurMLRCPJPoa","Neil Sedaka",0.85
1976,"92","""Money Honey""","Bay City Rollers","5fPgZkaDR5VfkObCsQfbLv","Bay City Rollers",0.024
1976,"93","""Give Up the Funk (Tear the Roof off the Sucker)""","Parliament","4XRkQloZFcRrCONN7ZQ49Y","Parliament",0.0602
1976,"94","""Junk Food Junkie""","Larry Groce","00HnYt4dGTSZJIxywDcs7P","Larry Groce",0.627
1976,"95","""Tryin' to Get the Feeling Again""","Barry Manilow","3IBQzAK4iqnqjklEWg5eJ6","Barry Manilow",0.663
1976,"96","""Rock and Roll All Nite""","Kiss","6KTv0Z8BmVqM7DPxbGzpVC","KISS",0.0551
1976,"97","""Disco Duck""","Rick Dees & His Cast of Idiots","6iRm37TCoUJPWVqqAwZdpR","Mega Tracks Karaoke Band",0.0335
1976,"98","""Take the Money and Run""","Steve Miller Band","1ZhrREyOOeFV6TxDOyiPwu","Steve Miller Band",0.0504
1976,"99","""Squeeze Box""","The Who","4lzNP52B3CfeVr2drfPh6X","The Who",0.564
1976,"100","""Country Boy (You Got Your Feet in L.A.)""","Glen Campbell","0WeJT7rCshvzK5BOBiAjBn","Glen Campbell",0.295
1977,"1","""Tonight's the Night (Gonna Be Alright)""","Rod Stewart","10LRRKPmx8uHcSxLVWK0ct","Rod Stewart",0.336
1977,"2","""I Just Want to Be Your Everything""","Andy Gibb","4ufFigLafe2Ltm6Ex7O8aK","ProSource Karaoke",0.206
1977,"3","""Best of My Love""","The Emotions","6UjlpJhUqOQqv0hrb38IDI","The Emotions",0.45
1977,"4","""Evergreen (Love Theme from A Star Is Born)""","Barbra Streisand","2IcqY68BxP1ONPi3ME6aje","Barbra Streisand",0.932
1977,"5","""Angel in Your Arms""","Hot","1qOwgAjki5VN0G2kXEUCLG","Various Artists",0.626
1977,"6","""I Like Dreamin'""","Kenny Nolan","4wlRO5dyyO7jYrzs2PltV8","Kenny Nolan",0.953
1977,"7","""Don't Leave Me This Way""","Thelma Houston","76DaYoN2BXdu1dZFdw61qj","Various Artists",0.198
1977,"8","""(Your Love Has Lifted Me) Higher and Higher""","Rita Coolidge","6cIgSYpwtmEXVFLHIuwn9N","Rita Coolidge",0.055
1977,"9","""Undercover Angel""","Alan O'Day","4L6IPSNNVzcpapPLuqyeQI","Ladislav Štaidl se svým orchestrem",0.0163
1977,"10","""Torn Between Two Lovers""","Mary MacGregor","0uSrLvAGZPVkO2DgCj6DfC","Mary MacGregor",0.898
